Date       Time     Pres     Temp     Cond      Sal      O2%    O2ppm       pH      PAR   Chl(a)Phy-EthrinPhy-Cyanin
06-07-2024 15:48:011.33   -0.10   7.206   0.109    0.078   96.4  11.62  11.084  427.19293    1.70    2.88    9.43
06-07-2024 15:48:011.51   -0.04   7.207   0.109    0.078   96.4  11.62  11.084  428.47415    1.70    2.88    9.43
06-07-2024 15:48:011.75   -0.10   7.208   0.109    0.078   96.4  11.62  11.084  426.73254    9.83    1.44    9.43
06-07-2024 15:48:012.00   -0.05   7.207   0.109    0.078   96.4  11.62  11.083  430.63910    9.83   10.32    9.22
06-07-2024 15:48:012.24   -0.10   7.206   0.109    0.078   96.4  11.62  11.084  434.60556    1.89   10.32    2.69
06-07-2024 15:48:012.49   -0.03   7.208   0.109    0.078   96.4  11.62  11.084  431.68344    4.68    1.39    2.80
06-07-2024 15:48:012.73   -0.03   7.208   0.109    0.077   96.4  11.62  11.084  420.54266    4.68    1.39    2.80
06-07-2024 15:48:012.98   -0.04   7.207   0.109    0.078   96.4  11.62  11.084  418.44284    1.69    0.13    3.63
06-07-2024 15:48:013.22   -0.07   7.205   0.109    0.078   96.4  11.62  11.084  417.01065    9.10    1.50    3.63
06-07-2024 15:48:013.47   -0.09   7.203   0.109    0.077   96.4  11.62  11.083  418.13791    1.08    1.50    6.58
06-07-2024 15:48:013.71   -0.03   7.202   0.109    0.078   96.4  11.62  11.083  418.19638    4.09    3.51    0.28
06-07-2024 15:48:013.96   -0.08   7.202   0.109    0.078   96.4  11.62  11.083  416.73904    2.79    1.18    0.28
06-07-2024 15:48:014.20   -0.01   7.201   0.109    0.078   96.4  11.62  11.082  414.44897    5.01    6.44    3.85
06-07-2024 15:48:014.49   -0.07   7.201   0.110    0.078   96.4  11.62  11.082  417.40884    5.01    6.44    5.79
06-07-2024 15:48:014.70   -0.08   7.201   0.109    0.078   96.4  11.62  11.082  418.76410    5.01    6.44    5.79
06-07-2024 15:48:014.95   -0.04   7.201   0.109    0.078   96.4  11.62  11.081  420.70700    6.40    6.44    5.79
06-07-2024 15:48:015.19   -0.08   7.200   0.109    0.078   96.4  11.62  11.081  420.05267    6.40    6.41   11.71
06-07-2024 15:48:015.44   -0.09   7.201   0.109    0.078   96.4  11.62  11.081  417.77005    2.15    6.41   11.71
06-07-2024 15:48:015.68   -0.04   7.200   0.109    0.078   96.4  11.62  11.082  418.95728    6.53   17.62   11.71
06-07-2024 15:48:015.93   -0.00   7.199   0.109    0.078   96.4  11.62  11.082  419.44577    1.11   17.62    8.76
06-07-2024 15:48:016.17   -0.05   7.198   0.109    0.078   96.4  11.62  11.083  419.74847    1.11   17.62    8.76
06-07-2024 15:48:016.42   -0.09   7.198   0.109    0.078   96.4  11.62  11.084  420.23404   13.46    0.19    8.76
06-07-2024 15:48:016.66   -0.01   7.197   0.109    0.078   96.4  11.62  11.084  420.25696   13.46    9.00   11.33
06-07-2024 15:48:016.91   -0.02   7.196   0.109    0.078   96.4  11.62  11.084  419.11417    3.27    9.00   11.33
06-07-2024 15:48:017.16   -0.10   7.197   0.109    0.078   96.5  11.63  11.085  419.69370    8.73   10.88    6.71
06-07-2024 15:48:017.40   -0.05   7.198   0.109    0.078   96.4  11.62  11.086  415.15729    8.73   10.88    5.70
06-07-2024 15:48:017.65   -0.04   7.198   0.109    0.078   96.4  11.62  11.086  415.12845    4.36    1.75    5.70
06-07-2024 15:48:017.89   -0.05   7.198   0.109    0.078   96.4  11.62  11.086  416.85077    4.36    1.75    5.70
06-07-2024 15:48:018.14   -0.05   7.197   0.109    0.078   96.4  11.62  11.087  415.13809    4.36    3.59    9.77
06-07-2024 15:48:018.39   -0.08   7.197   0.110    0.078   96.4  11.62  11.086  414.28543    1.87    3.59    1.83
06-07-2024 15:48:018.63   -0.09   7.196   0.109    0.078   96.4  11.62  11.086  415.34381    1.26    3.63    2.17
06-07-2024 15:48:018.88   -0.07   7.195   0.109    0.078   96.4  11.62  11.086  414.90417    4.26    4.29    6.31
06-07-2024 15:48:019.13    0.01   7.193   0.109    0.078   96.5  11.63  11.086  412.88950    3.51    4.29    6.46
06-07-2024 15:48:019.37   -0.10   7.191   0.109    0.078   96.4  11.63  11.085  418.21414    5.43    0.27    2.14
06-07-2024 15:48:019.62   -0.03   7.192   0.109    0.078   96.4  11.62  11.085  419.04309    5.43    0.27    2.14
06-07-2024 15:48:019.86   -0.01   7.191   0.109    0.078   96.5  11.63  11.085  419.86322    5.43    8.77    5.47
06-07-2024 15:48:020.11   -0.05   7.191   0.109    0.078   96.5  11.63  11.085  420.40057    4.21    8.77    5.47
06-07-2024 15:48:020.35   -0.04   7.191   0.109    0.078   96.5  11.63  11.085  420.75433    5.54    8.80    1.80
06-07-2024 15:48:020.60   -0.04   7.191   0.109    0.078   96.5  11.63  11.085  421.05707    5.54    8.80    5.83
06-07-2024 15:48:020.84   -0.05   7.189   0.109    0.078   96.5  11.63  11.085  419.85284   11.27    3.44    5.83
06-07-2024 15:48:021.09   -0.04   7.190   0.109    0.078   96.5  11.63  11.085  417.65015   11.27    3.44    5.83
06-07-2024 15:48:021.33   -0.06   7.189   0.109    0.078   96.4  11.63  11.085  417.05505   11.27    7.54   12.55
06-07-2024 15:48:021.58   -0.02   7.188   0.109    0.078   96.5  11.63  11.085  415.70059    1.24    0.92   12.55
06-07-2024 15:48:021.83   -0.02   7.187   0.109    0.078   96.5  11.63  11.084  415.33347    5.40   16.78    2.94
06-07-2024 15:48:022.07   -0.05   7.187   0.109    0.077   96.5  11.63  11.085  415.85751    0.95   16.78    7.74
06-07-2024 15:48:022.32   -0.09   7.188   0.109    0.078   96.5  11.63  11.085  416.24902    9.48    2.80    0.36
06-07-2024 15:48:022.57   -0.05   7.189   0.109    0.078   96.5  11.63  11.086  413.27808    9.48    4.17    6.68
06-07-2024 15:48:022.81   -0.03   7.190   0.110    0.078   96.5  11.63  11.086  410.35373    2.12    4.17    0.66
06-07-2024 15:48:023.06   -0.06   7.190   0.109    0.078   96.4  11.63  11.086  406.46719    2.12    4.17    0.66
06-07-2024 15:48:023.30   -0.07   7.191   0.109    0.078   96.5  11.63  11.086  407.43753    4.94    3.66    4.09
06-07-2024 15:48:023.55   -0.04   7.191   0.109    0.078   96.5  11.63  11.087  405.67743    4.94    2.24    4.09
06-07-2024 15:48:023.79   -0.06   7.189   0.109    0.078   96.5  11.63  11.086  399.23074    8.77    1.46    0.05
06-07-2024 15:48:024.04   -0.05   7.188   0.109    0.078   96.5  11.63  11.086  395.06738    4.45    0.91    3.62
06-07-2024 15:48:024.28   -0.05   7.189   0.109    0.078   96.5  11.63  11.086  393.99710    4.45    3.60   11.37
06-07-2024 15:48:024.53   -0.08   7.188   0.109    0.078   96.5  11.63  11.085  395.81711    4.45    3.60   11.37
06-07-2024 15:48:024.77   -0.00   7.188   0.109    0.077   96.5  11.63  11.085  398.09238    1.86    3.60   11.37
06-07-2024 15:48:025.02   -0.03   7.188   0.109    0.078   96.5  11.63  11.085  397.23010    5.19   11.27    2.50
06-07-2024 15:48:025.26   -0.10   7.189   0.109    0.078   96.5  11.63  11.085  397.47879    1.80   11.27    8.70
06-07-2024 15:48:025.51   -0.04   7.190   0.109    0.078   96.5  11.63  11.086  397.26859    9.03    3.46    8.70
06-07-2024 15:48:025.76   -0.09   7.190   0.110    0.078   96.5  11.63  11.085  396.46405    9.03    4.16   10.24
06-07-2024 15:48:026.01   -0.10   7.189   0.109    0.078   96.5  11.63  11.085  397.81924    5.26    4.16   10.24
06-07-2024 15:48:026.25   -0.07   7.189   0.109    0.078   96.4  11.63  11.084  398.23819    5.26    4.16   10.24
06-07-2024 15:48:026.50   -0.07   7.188   0.109    0.078   96.4  11.63  11.084  398.60602    3.21   21.41    3.25
06-07-2024 15:48:026.74   -0.08   7.187   0.109    0.078   96.5  11.63  11.084  398.31369    3.21   21.41    2.31
06-07-2024 15:48:026.99   -0.08   7.184   0.109    0.078   96.5  11.63  11.083  397.28708   12.32    4.94    0.62
06-07-2024 15:48:027.23   -0.04   7.183   0.109    0.078   96.5  11.63  11.083  396.87628   12.32    1.08   12.82
06-07-2024 15:48:027.48   -0.11   7.182   0.109    0.078   96.5  11.63  11.083  396.91776    2.41    3.14   12.82
06-07-2024 15:48:027.72   -0.06   7.182   0.109    0.077   96.5  11.63  11.084  396.99695    3.02    7.98    1.03
