datetime,_CH4_dissolved_with_water_vapour_ppm_,_CH4_dissolved_with_water_vapour_nmol_L_,_CH4_dissolved_with_constant_dry_gas_flow_ppm_,_CH4_dissolved_with_constant_dry_gas_flow_nmol_L_,_C2H6_dissolved_ppm_,Delta_13_CH4_permille_,Depth_meter_,Hydrostatic_Pressure_Calibrated_bar_,_CH4_measured_ppm_,_H2O_measured__,_C13_measured_ppm_,_C2H6_measured_ppm_,Flow_Carrier_Gas_sccm_,Total_Flow_sccm_,Cavity_Pressure_mbar_,Cellule_Temperature_Degree_Celsius_,Hydrostatic_pressure_bar_,LShift,Error_Standard,Ringdown_Time_microSec_,Box_Temperature_Degree_Celsius_,Box_Pressure_mbar_,PWM_Cellule_Temperature,PWM_Cellule_Pressure,Laser_Temperature_Degree_Celsius_,Laser_Flux,Norm_Signal,Value_Max,_CH4_dissolved_with_water_vapour_ppm__RSD,_CH4_dissolved_with_water_vapour_nmol_L__RSD,Cavity_Pressure_mbar__FLAG,Cellule_Temperature_Degree_Celsius__FLAG,Depth_meter__FLAG,Flow_Carrier_Gas_sccm__FLAG,Total_Flow_sccm__FLAG,Error_Standard_FLAG,_C2H6_dissolved_ppm__FLAG,Delta_13_CH4_permille__FLAG,_CH4_dissolved_with_water_vapour_ppm__FLAG,_CH4_dissolved_with_water_vapour_nmol_L__FLAG,Dry_gas_Flow_sccm_,water_vapour,_CH4_dissolved_with_water_vapour_ppm_corrected_Tcell,_CH4_dissolved_with_water_vapour_nmol_L_corrected_Tcell,H20_measured,_H2O_measured_corrected_Tcell,Total_Flow_sccm_corrected_Tcell,Date,Time,Date_calibrated,Time_calibrated,is_downcast,Pres_ctd,Temp_ctd,Cond_ctd,Sal_ctd,O2%_ctd,O2ppm_ctd,pH_ctd,PAR_ctd,Chl(a)Phy-EthrinPhy-Cyanin_ctd,Depth_ctd,pot_temp_ctd,density_ctd,N2_ctd,mld_temp_ctd,mld_dens_ctd,Date_ctd,Time_ctd,is_downcast_ctd
2024-07-03 13:47:27.350,4.201719559523809,4.658504452380953,81.43678541666667,90.28987988095238,0.03824768797619048,51.45123829166666,0.03133168261904762,0.003150476190476191,1.8795267857142857,3.158737976190476,1.1990690476190475,0.025662499999999998,1.9989026011904762,6.993054654761905,29.999758571428572,39.96089166666667,0.001969047619047619,-5.862745833333333,0.009621964285714286,13.614469047619048,23.715597023809522,4.254288690476191,30.77997023809524,31.99,15.89246130952381,54.86196904761905,2.4004922619047617,0.8462733333333333,2.4600938511960507e-05,2.2188721260023313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.773285795053405,0.2208662585180238,4.203279955592217,4.203279955592217,0.03158737976190476,0.03161708693855893,6.80380548318244,2024/07/03,13:46:46,2024/07/03,13:46:57,True,0.0708689655172413,8.297,7.875,6.588,129.4,14.56,,2328.2998,2.61,0.0702847092544514,8.296996073531503,5.012642944816093,10.60135510850857,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:027.35,True
2024-07-03 13:47:28.350,4.187074083333333,4.642266833333333,81.14457708333333,89.96591083333334,0.03858801416666667,52.92980245833333,0.03208940166666666,0.003226666666666667,1.8625625000000001,3.1700641666666667,1.1851166666666666,0.025412499999999998,1.9989062916666667,6.992924416666667,30.00013,39.961058333333334,0.0020166666666666666,-5.860829166666667,0.00951125,13.624516666666667,23.712370833333335,4.259229166666667,30.787708333333335,31.99,15.892520833333334,54.86201666666666,2.4005041666666664,0.8500066666666667,2.418150642221118e-05,2.1810416059150483e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.772363952848167,0.22165417215183333,4.18862272643749,4.18862272643749,0.03170064166666667,0.0317303274765644,6.803000571991398,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.1200689655172414,3.97696,20.84992,21.45844,130.22,14.7828,8.30028,749.8302044000001,920.0,0.11907908152413459,3.976954722447986,16.960346060609886,0.01951374101622265,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:028.33,True
2024-07-03 13:47:29.350,4.172428607142857,4.6260292142857145,80.85236875,89.6419417857143,0.03892834035714286,54.40836662499999,0.03284712071428571,0.0033028571428571434,1.8455982142857144,3.181390357142857,1.1711642857142857,0.025162499999999997,1.998909982142857,6.992794178571429,30.00050142857143,39.961225,0.0020642857142857142,-5.8589125,0.009400535714285715,13.634564285714285,23.709144642857144,4.2641696428571425,30.795446428571427,31.99,15.892580357142856,54.86206428571428,2.400516071428571,0.85374,2.376207433246185e-05,2.143211085827765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.771442110642928,0.22244208578564284,4.173965497282763,4.173965497282763,0.03181390357142857,0.03184356801456988,6.802195660800356,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.1840689655172414,3.93336,20.70448,21.32396,126.50399999999999,14.3988,8.292159999999999,574.9968004,0.0,0.18255141815959255,3.933352027667819,16.856927152651462,0.0023152729584727722,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:029.31,True
2024-07-03 13:47:30.350,4.157783130952381,4.609791595238095,80.56016041666666,89.31797273809524,0.03926866654761905,55.886930791666664,0.03360483976190476,0.0033790476190476196,1.8286339285714286,3.1927165476190478,1.1572119047619047,0.024912499999999997,1.9989136726190477,6.9926639404761906,30.000872857142856,39.96139166666667,0.002111904761904762,-5.856995833333333,0.009289821428571429,13.644611904761904,23.705918452380953,4.269110119047619,30.803184523809524,31.99,15.89263988095238,54.8621119047619,2.400527976190476,0.8574733333333333,2.3342642242712525e-05,2.105380565740482e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77052026843769,0.22322999941945237,4.1593082681280364,4.1593082681280364,0.031927165476190476,0.03195680855257536,6.801390749609314,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.2404689655172414,3.91924,20.72092,21.35172,124.828,14.2104,8.29748,538.5824548,111.6236,0.23848639799088026,3.919229602700853,16.879737878001823,-0.008765587256266257,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:030.29,True
2024-07-03 13:47:31.350,4.1431376547619045,4.593553976190476,80.26795208333334,88.99400369047619,0.03960899273809524,57.36549495833332,0.034362558809523804,0.003455238095238096,1.8116696428571428,3.204042738095238,1.1432595238095238,0.024662499999999997,1.9989173630952382,6.992533702380952,30.001244285714286,39.961558333333336,0.0021595238095238095,-5.855079166666666,0.009179107142857143,13.654659523809523,23.70269226190476,4.274050595238095,30.81092261904762,31.99,15.892699404761904,54.862159523809524,2.400539880952381,0.8612066666666667,2.2923210152963195e-05,2.067550045653199e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.769598426232452,0.2240179130532619,4.1446510389733096,4.1446510389733096,0.03204042738095238,0.03207004909058083,6.800585838418272,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.37206896551724133,3.9087199999999998,20.7454,21.38636,123.744,14.0816,8.30228,1163.9629872,81.7848,0.3690012926109229,3.9087039206677994,16.907755791650732,inf,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:031.28,True
2024-07-03 13:47:32.350,4.128492178571428,4.577316357142857,79.97574375,88.67003464285715,0.039949318928571426,58.844059124999994,0.035120277857142855,0.003531428571428572,1.794705357142857,3.2153689285714284,1.1293071428571428,0.024412499999999997,1.9989210535714286,6.992403464285714,30.001615714285712,39.961725,0.002207142857142857,-5.8531625,0.009068392857142858,13.664707142857143,23.69946607142857,4.278991071428571,30.818660714285713,31.99,15.892758928571428,54.862207142857145,2.4005517857142857,0.86494,2.2503778063213865e-05,2.029719525565916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.768676584027214,0.22480582668707141,4.129993809818583,4.129993809818583,0.032153689285714285,0.032183289628586305,6.799780927227229,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.4724689655172413,3.92928,20.8096,21.44568,123.5,14.0464,8.30636,1907.0644836000001,0.0,0.4685733889968302,3.9292594432414516,16.953305118227323,-0.005069640808996645,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:032.26,True
2024-07-03 13:47:33.350,4.113846702380952,4.5610787380952384,79.68353541666667,88.3460655952381,0.04028964511904762,60.322623291666666,0.0358779969047619,0.003607619047619048,1.7777410714285713,3.226695119047619,1.115354761904762,0.024162499999999996,1.998924744047619,6.992273226190476,30.001987142857143,39.961891666666666,0.002254761904761905,-5.8512458333333335,0.008957678571428571,13.674754761904762,23.69623988095238,4.283931547619048,30.82639880952381,31.99,15.892818452380952,54.86225476190476,2.4005636904761904,0.8686733333333334,2.208434597346454e-05,1.991889005478633e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.767754741821976,0.22559374032088095,4.115336580663856,4.115336580663856,0.03226695119047619,0.03229653016659178,6.798976016036187,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.5020689655172413,3.96172,20.76836,21.37772,123.544,14.04,8.31,1453.6763536,3.2603999999999997,0.4979292987125496,3.961698076464977,16.897583741530504,-0.003146394752278332,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:033.24,True
2024-07-03 13:47:34.350,4.099201226190476,4.544841119047619,79.39132708333334,88.02209654761906,0.04062997130952381,61.801187458333324,0.03663571595238095,0.003683809523809524,1.7607767857142855,3.2380213095238095,1.101402380952381,0.023912499999999996,1.9989284345238096,6.992142988095238,30.002358571428573,39.96205833333334,0.0023023809523809525,-5.849329166666666,0.008846964285714286,13.68480238095238,23.69301369047619,4.288872023809524,30.834136904761905,31.99,15.892877976190476,54.86230238095238,2.400575595238095,0.8724066666666667,2.166491388371521e-05,1.95405848539135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.766832899616738,0.22638165395469045,4.100679351509129,4.100679351509129,0.03238021309523809,0.03240977070459725,6.798171104845145,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.4658689655172414,3.9265,20.6365,21.253,124.15,14.135,8.316500000000001,1470.38422,35.025,0.4620278162875999,3.926479912226215,16.801322150972453,0.0014975695830141003,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:034.47,True
2024-07-03 13:47:35.350,4.08455575,4.5286035,79.09911875,87.6981275,0.0409702975,63.279751624999996,0.037393434999999996,0.0037600000000000003,1.7438125,3.2493475,1.08745,0.023662499999999996,1.998932125,6.99201275,30.00273,39.962225000000004,0.00235,-5.8474125,0.008736250000000001,13.694849999999999,23.6897875,4.2938125,30.841875,31.99,15.8929375,54.86235,2.4005875,0.87614,2.124548179396588e-05,1.916227965304067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7659110574115,0.2271695675885,4.086022122354402,4.086022122354402,0.032493475,0.03252301124260273,6.797366193654103,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.4808689655172414,3.9348,20.742,21.36476,124.64399999999999,14.178799999999999,8.31788,1540.2016796,2.93,0.4769041220592678,3.9347791280799815,16.88905100434714,inf,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:035.46,True
2024-07-03 13:47:36.350,4.069910273809524,4.512365880952381,78.80691041666667,87.37415845238095,0.041310623690476195,64.75831579166666,0.03815115404761904,0.0038361904761904765,1.7268482142857142,3.2606736904761906,1.073497619047619,0.023412499999999996,1.9989358154761905,6.991882511904762,30.00310142857143,39.96239166666667,0.0023976190476190477,-5.845495833333334,0.008625535714285714,13.70489761904762,23.68656130952381,4.298752976190476,30.849613095238094,31.99,15.892997023809524,54.86239761904762,2.4005994047619046,0.8798733333333334,2.0826049704216552e-05,1.8783974452167838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.764989215206262,0.22795748122230952,4.071364893199675,4.071364893199675,0.0326067369047619,0.0326362517806082,6.796561282463061,2024/07/03,13:48:10,2024/07/03,13:48:21,True,0.5036689655172414,3.95316,20.938959999999998,21.575400000000002,125.264,14.22,8.314,1536.8176456,32.048,0.4995161044431755,3.9531378544049582,17.05421833193736,0.007905276046716299,0.0802022655414832,0.0802022655414832,03-07-2024,13:47:036.44,True
